"Order","Family","Genus","Best_guess_binomial","Body_length_mm","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Note"
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor gulosus",103,NA,NA,NA,NA,NA,"Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor hobartsmithi",33,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor inachus",33,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor jota",33,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor laevissimus",58,NA,NA,NA,NA,NA,NA,6,TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor laticeps",67.5,80,NA,NA,NA,NA,NA,3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor lauraster",27.65,NA,NA,NA,NA,NA,NA,3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor lineatus",55,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor loki",35.5,NA,NA,NA,NA,NA,NA,4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor longirostris",57.3,NA,NA,NA,NA,NA,NA,4,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor matudai",36.5,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor megacephalus",62.5,NA,NA,NA,NA,"Carnivore","Nocturnal",3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor megalotympanum",33,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor melanostictus",56,NA,NA,NA,NA,NA,"Nocturnal",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor merendonensis",69,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor mexicanus",33,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor milesi",35.05,NA,NA,NA,NA,NA,"Nocturnal",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor mimus",56.5,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor monnichorum",55,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor montanus",38.5,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor myllomyllon",31.55,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor nefrens",26.8,NA,NA,NA,NA,NA,"Nocturnal",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor noblei",60.5,NA,NA,NA,NA,NA,"Nocturnal",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor obesus",70.5,NA,NA,NA,NA,NA,"Nocturnal",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor occidentalis",30.5,NA,NA,NA,NA,NA,"Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor olanchano",31.5,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor omiltemanus",33,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor omoaensis",31.5,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor opimus",69,NA,NA,NA,NA,"Carnivore","Nocturnal",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor palenque",33,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor pechorum",58.5,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor pelorus",87,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor persimilis",28,NA,NA,NA,NA,NA,NA,4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor phasma",41.5,NA,NA,NA,NA,NA,"Nocturnal",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor podiciferus",36.5,NA,NA,NA,NA,NA,"Nocturnal",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor polymniae",33,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor polyptychus",30.85,NA,NA,NA,NA,NA,NA,4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor pozo",55,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor psephosypharus",60,NA,NA,NA,NA,NA,NA,4,FALSE,1,0,0,0,0,1,1,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor punctariolus",67.5,NA,NA,NA,NA,NA,"Nocturnal",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor pygmaeus",33,NA,NA,NA,NA,NA,"Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor raniformis",55,NA,NA,NA,NA,NA,"Nocturnal",5,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor ranoides",64.5,NA,NA,NA,NA,NA,"Nocturnal",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor rayo",63,NA,NA,NA,NA,NA,"Nocturnal",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor rhodopis",36.5,NA,NA,NA,NA,NA,"Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor rhyacobatrachus",68,NA,NA,NA,NA,NA,"Nocturnal",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor rivulus",33,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor rostralis",57,NA,NA,NA,NA,NA,NA,3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor rugosus",62,NA,NA,NA,NA,"Carnivore","Nocturnal",4,FALSE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor rugulosus",55,75,NA,NA,64,"Carnivore","Other",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor rupinius",33,NA,NA,NA,NA,NA,NA,6,TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor sabrinus",33,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor saltator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor saltuarius",27.7,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor sandersoni",70,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor silvicola",33,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor spatulatus",33,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor stadelmani",33.05,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor stejnegerianus",27.7,NA,NA,NA,NA,NA,"Nocturnal",6,FALSE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor stuarti",33,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor tabasarae",NA,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor talamancae",41.5,NA,NA,NA,NA,NA,"Nocturnal",5,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor tarahumaraensis",75,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor taurus",67.5,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor taylori",33,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor trachydermus",33,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor underwoodi",31.5,NA,NA,NA,NA,"Carnivore","Other",5,FALSE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor uno",NA,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor vocalis",56.5,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor vulcani",55,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor xucanebi",33,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CRAUGASTORIDAE","Craugastor","Craugastor yucatanensis",36,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia bilingua",27.75,0.29,NA,NA,NA,NA,NA,3,FALSE,0,1,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia deserticola",15,0.37,NA,NA,130,NA,NA,6,TRUE,0,1,1,1,1,0,0,0,0,0,1,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia fimbriata",17.5,NA,NA,NA,NA,NA,"Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia georgiana",39,3.08,365.25,NA,175,NA,"Nocturnal",25,TRUE,1,0,1,1,1,0,0,0,0,1,1,1,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia glauerti",28.5,0.3,NA,NA,70,NA,NA,16,TRUE,1,0,0,0,1,0,0,0,0,0,1,1,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia insignifera",29,0.32,NA,NA,170,NA,NA,2,FALSE,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia nimbus",30,NA,NA,NA,12,NA,NA,3,FALSE,1,0,1,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia parinsignifera",26.5,0.66,NA,NA,NA,NA,NA,8,TRUE,1,1,0,1,1,0,0,0,0,0,1,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia pseudinsignifera",31.5,0.67,NA,NA,142,NA,NA,20,TRUE,1,0,0,0,1,1,0,0,0,0,1,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia remota",25.5,0.5,NA,NA,NA,NA,NA,9,TRUE,0,1,0,1,1,0,0,0,0,1,1,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia riparia",29,0.46,NA,NA,NA,NA,NA,4,FALSE,1,0,1,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia signifera",32.5,1.9,365.25,2556.75,125,"Carnivore","Nocturnal",12,TRUE,0,0,1,0,1,0,0,0,0,0,1,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia sloanei",17.5,0.47,NA,NA,NA,NA,NA,2,FALSE,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia subinsignifera",29,0.45,NA,NA,NA,NA,NA,7,FALSE,1,0,0,1,1,0,0,0,0,0,0,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia tasmaniensis",31.5,0.62,NA,NA,NA,NA,NA,3,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"ANURA","MYOBATRACHIDAE","Crinia","Crinia tinnula",20,0.31,NA,NA,75.25,NA,NA,4,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"ANURA","CYCLORAMPHIDAE","Crossodactylodes","Crossodactylodes bokermanni",25,NA,NA,NA,NA,NA,"Nocturnal",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Crossodactylodes","Crossodactylodes izecksohni",24,NA,NA,NA,NA,NA,"Nocturnal",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Crossodactylodes","Crossodactylodes pintoi",25,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus aeneus",32.35,3,NA,NA,98.5,"Carnivore","Other",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus bokermanni",30.25,NA,NA,NA,NA,NA,"Other",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus caramaschii",30.1,NA,NA,NA,NA,NA,"Other",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus cyclospinus",24.5,NA,NA,NA,NA,NA,"Other",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus dantei",31.5,NA,NA,NA,NA,NA,"Other",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus dispar",33.4,NA,NA,NA,NA,NA,"Other",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus gaudichaudii",34.05,NA,NA,NA,144,"Carnivore","Other",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus grandis",37.5,NA,NA,NA,NA,NA,"Other",2,FALSE,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus lutzorum",29.7,NA,NA,NA,NA,NA,"Other",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus schmidti",33.15,4.1,NA,NA,NA,"Carnivore","Other",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYLODIDAE","Crossodactylus","Crossodactylus trachystomus",29.4,NA,NA,NA,NA,NA,"Other",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"GYMNOPHIONA","SCOLECOMORPHIDAE","Crotaphatrema","Crotaphatrema bornmuelleri",273.5,NA,NA,NA,NA,NA,NA,4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"GYMNOPHIONA","SCOLECOMORPHIDAE","Crotaphatrema","Crotaphatrema lamottei",294,NA,NA,NA,NA,NA,NA,3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"GYMNOPHIONA","SCOLECOMORPHIDAE","Crotaphatrema","Crotaphatrema tchabalmbaboensis",304,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,NA
"ANURA","PHYLLOMEDUSIDAE","Cruziohyla","Cruziohyla calcarifer",81,NA,NA,NA,32,NA,"Other",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","PHYLLOMEDUSIDAE","Cruziohyla","Cruziohyla craspedopus",74,NA,NA,NA,17.5,NA,"Nocturnal",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HEMIPHRACTIDAE","Cryptobatrachus","Cryptobatrachus boulengeri",43.4,NA,NA,NA,NA,NA,NA,4,TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,NA
"ANURA","HEMIPHRACTIDAE","Cryptobatrachus","Cryptobatrachus conditus",48.6,NA,NA,NA,NA,NA,NA,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HEMIPHRACTIDAE","Cryptobatrachus","Cryptobatrachus fuhrmanni",53,NA,NA,NA,24.5,"Carnivore",NA,3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HEMIPHRACTIDAE","Cryptobatrachus","Cryptobatrachus pedroruizi",72.7,NA,NA,NA,29.5,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HEMIPHRACTIDAE","Cryptobatrachus","Cryptobatrachus remotus",75,NA,NA,NA,30.5,NA,"Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANURA","HEMIPHRACTIDAE","Cryptobatrachus","Cryptobatrachus ruthveni",63.7,NA,NA,NA,35,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"CAUDATA","CRYPTOBRANCHIDAE","Cryptobranchus","Cryptobranchus alleganiensis",535.3,365,1095.75,10957.5,325,"Carnivore",NA,1,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","HYPEROLIIDAE","Cryptothylax","Cryptothylax greshoffii",45.5,NA,NA,NA,15,NA,"Nocturnal",8,TRUE,1,0,1,0,1,0,0,0,0,0,1,0,0,NA
"ANURA","HYPEROLIIDAE","Cryptothylax","Cryptothylax minutus",34,NA,NA,NA,NA,NA,NA,7,TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,NA
"CAUDATA","PLETHODONTIDAE","Cryptotriton","Cryptotriton alvarezdeltoroi",40,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"CAUDATA","PLETHODONTIDAE","Cryptotriton","Cryptotriton monzoni",42.7,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"CAUDATA","PLETHODONTIDAE","Cryptotriton","Cryptotriton nasalis",60,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"CAUDATA","PLETHODONTIDAE","Cryptotriton","Cryptotriton sierraminensis",63,NA,NA,NA,29.5,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"CAUDATA","PLETHODONTIDAE","Cryptotriton","Cryptotriton veraepacis",40,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","MICROHYLIDAE","Ctenophryne","Ctenophryne aequatorialis",33,NA,NA,NA,NA,"Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANURA","MICROHYLIDAE","Ctenophryne","Ctenophryne aterrima",62.5,NA,NA,NA,75,"Carnivore","Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANURA","MICROHYLIDAE","Ctenophryne","Ctenophryne barbatula",27,NA,NA,NA,22,"Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANURA","MICROHYLIDAE","Ctenophryne","Ctenophryne carpish",34.5,NA,NA,NA,83,"Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANURA","MICROHYLIDAE","Ctenophryne","Ctenophryne geayi",54.5,NA,NA,NA,930,"Carnivore","Other",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","MICROHYLIDAE","Ctenophryne","Ctenophryne minor",30,NA,NA,NA,NA,"Carnivore",NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus acangatan",48.1,NA,NA,NA,NA,NA,"Nocturnal",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus asper",54,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus bandeirensis",33.1,NA,NA,NA,NA,NA,NA,2,FALSE,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus bolitoglossus",39.8,NA,NA,NA,NA,NA,"Nocturnal",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus boraceiensis",59,NA,NA,NA,89.5,"Carnivore","Nocturnal",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus brasiliensis",77.8,NA,NA,NA,NA,"Carnivore","Nocturnal",3,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus carvalhoi",62,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus catarinensis",39.2,NA,NA,NA,NA,NA,"Nocturnal",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus cedrensis",50,NA,NA,NA,NA,NA,NA,2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus diringshofeni",31,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus dubius",60.3,NA,NA,NA,55,NA,"Nocturnal",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus duseni",44,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,1,0,1,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus eleutherodactylus",58.3,NA,NA,NA,NA,NA,"Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus faustoi",44,10.1,NA,NA,25.5,NA,"Nocturnal",2,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,NA
"ANURA","CYCLORAMPHIDAE","Cycloramphus","Cycloramphus fuliginosus",64.3,NA,NA,NA,NA,NA,"Nocturnal",2,FALSE,1,0,0,0,1,0,0,0,0,0,0,0,0,NA
