"Order","Family","Genus","Best_guess_binomial","Body_mass_g","Adult_svl_cm","Maturity_d","Max_longevity_d","Longevity_d","Generation_length_d","Litter_clutch_size","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Note"
"CAPRIMULGIFORMES","TROCHILIDAE","Abeillia","Abeillia abeillei",2.7,NA,NA,NA,NA,1515.7875,2,"Herbivore","Other",2,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","SCOTOCERCIDAE","Abroscopus","Abroscopus albogularis",4.42,NA,NA,NA,NA,1309.1736229185,3.9,"Carnivore","Other",2,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","SCOTOCERCIDAE","Abroscopus","Abroscopus schisticeps",4.85,NA,NA,NA,NA,1309.1736229185,4.5,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","SCOTOCERCIDAE","Abroscopus","Abroscopus superciliaris",6.49,NA,NA,NA,NA,1309.1736229185,3.2,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"GALLIFORMES","CRACIDAE","Aburria","Aburria aburri",1405.08,NA,NA,NA,NA,1205.325,NA,"Herbivore","Other",3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","MELIPHAGIDAE","Acanthagenys","Acanthagenys rufogularis",49.775,NA,NA,NA,NA,2465.4375,2.3,NA,"Other",6,TRUE,0,1,1,0,0,1,0,0,0,0,1,0,0,NA
"PASSERIFORMES","THRAUPIDAE","Acanthidops","Acanthidops bairdi",16,NA,NA,NA,NA,1379.3014592865,NA,NA,"Other",2,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","FRINGILLIDAE","Acanthis","Acanthis flammea",12.375,NA,364.617,9131.25,3897.2175,1651.43105396775,5,NA,"Other",10,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","FRINGILLIDAE","Acanthis","Acanthis hornemanni",14.3,NA,365,2483.7,1680.15,1526.3397427065,4.5,"Herbivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PASSERIFORMES","ACANTHISITTIDAE","Acanthisitta","Acanthisitta chloris",6.91,NA,NA,1887.12500012175,1887.12500012175,1278.375,4,"Carnivore","Other",4,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza apicalis",7.56,NA,NA,NA,NA,2069.75000012175,NA,"Carnivore","Other",10,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza chrysorrhoa",9.29,NA,NA,NA,NA,2069.75000012175,3.5,"Carnivore","Other",10,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza cinerea",7.5999999523,NA,NA,NA,NA,2015.977083171,NA,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza ewingii",6.9000000954,NA,NA,NA,NA,2069.75000012175,3.5,"Carnivore","Other",6,TRUE,1,0,1,0,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza inornata",7,NA,NA,NA,NA,2069.75000012175,3.5,"Carnivore","Other",5,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza iredalei",5.8000001907,NA,NA,NA,NA,2069.75000012175,3,"Carnivore","Other",3,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza katherina",6.85,NA,NA,NA,NA,2069.75000012175,2.25,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza lineata",6.85,NA,NA,NA,NA,2069.75000012175,3,"Carnivore","Other",9,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza murina",8.4,NA,NA,NA,NA,2069.75000012175,2,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza nana",6.35,NA,NA,NA,NA,2069.75000012175,3,"Carnivore","Other",10,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza pusilla",7.62,NA,NA,NA,NA,2069.75000012175,2.7,"Carnivore","Other",22,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza reguloides",7.3375,NA,NA,NA,NA,2069.75000012175,3.7,"Carnivore","Other",5,TRUE,1,1,0,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza robustirostris",6.0999999046,NA,NA,NA,NA,2069.75000012175,2.7,"Carnivore","Other",3,FALSE,0,1,0,0,0,1,0,1,0,0,0,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthiza","Acanthiza uropygialis",6.4,NA,NA,NA,NA,2069.75000012175,3,"Carnivore","Other",6,TRUE,0,1,1,0,0,1,0,0,0,0,1,0,0,NA
"PASSERIFORMES","LEIOTRICHIDAE","Acanthoptila","Acanthoptila nipalensis",61,NA,NA,NA,NA,3226.37499987825,3.5,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","MELIPHAGIDAE","Acanthorhynchus","Acanthorhynchus superciliosus",9.735,NA,NA,NA,NA,2027.1375,1.48,"Herbivore","Other",6,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","MELIPHAGIDAE","Acanthorhynchus","Acanthorhynchus tenuirostris",10.2649998665,NA,NA,5113.5,5113.5,2027.1375,2.1,"Omnivore","Other",8,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACANTHIZIDAE","Acanthornis","Acanthornis magna",10.2,NA,NA,NA,NA,1917.5625,3.25,"Carnivore","Other",2,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter albogularis",250.5,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",5,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter badius",131.5,30,363.468,NA,NA,2438.2512784755,3.25,"Carnivore","Other",15,TRUE,1,1,1,1,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter bicolor",296.111114502,39.5,NA,NA,NA,2620.8762784755,2.7,"Carnivore","Other",8,FALSE,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter brachyurus",142,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter brevipes",187.5,33.5,363.468,NA,NA,2620.8762784755,4,NA,"Other",9,TRUE,1,0,1,1,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter butleri",332.94,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter castanilius",159.25,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter chilensis",356.5,39.5,NA,NA,NA,NA,2.7,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter chionogaster",235.72,29,456.4375,7268.475,4596.0624987825,NA,4.25,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter cirrocephalus",172,32.5,NA,NA,NA,2620.8762784755,3.25,"Carnivore","Other",9,TRUE,1,1,1,1,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter collaris",332.94,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter cooperii",439,42,730,7426.7499987825,4383,2620.8762784755,4.35,"Carnivore","Other",11,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter erythrauchen",156,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter erythronemius",131.75,29,456.4375,7268.475,4596.0624987825,NA,4.25,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter erythropus",111.2,24.5,NA,NA,NA,2620.8762784755,2,"Carnivore","Other",3,TRUE,1,1,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter fasciatus",426.3329315186,44,NA,NA,NA,2620.8762784755,3,NA,"Other",14,TRUE,1,1,0,1,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter francesiae",136.82,25,NA,NA,NA,2620.8762784755,3,"Carnivore","Other",6,TRUE,1,1,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter gentilis",943.7675170898,54.5,683.4175,8035.5,6467.9687487825,2558.3756393595,3.5,"Carnivore","Other",5,TRUE,1,0,0,1,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter griseiceps",253.63,NA,NA,NA,NA,2620.8762784755,NA,NA,"Other",4,FALSE,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter gularis",120.66,28.25,NA,NA,NA,2620.8762784755,3.2,"Carnivore","Other",15,TRUE,1,0,1,0,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter gundlachi",675,43,NA,NA,NA,2620.8762784755,3.75,"Carnivore","Other",5,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter haplochrous",204.5,NA,NA,NA,NA,2620.8762784755,3,"Carnivore","Other",5,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter henicogrammus",332.94,NA,NA,NA,NA,2620.8762784755,NA,NA,"Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter henstii",1050,57,NA,NA,NA,2620.8762784755,2,"Carnivore","Other",5,TRUE,1,1,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter hiogaster",342.75,49.5,NA,NA,NA,NA,2.725,NA,NA,6,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter imitator",223,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter luteoschistaceus",214,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter madagascariensis",181.205,36,NA,NA,NA,2620.8762784755,3,"Carnivore","Other",7,FALSE,1,1,1,0,0,0,0,0,0,1,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter melanochlamys",265,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter melanoleucus",698.99,47,1090.404,3652.5,2739.375,2323.85719663875,2.8,"Carnivore","Other",6,TRUE,1,0,1,0,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter meyerianus",789.27,NA,NA,NA,NA,2620.8762784755,3,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter minullus",87.43,22.5,363.468,NA,NA,2438.2512784755,2,"Carnivore","Other",7,TRUE,1,1,1,0,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter nanus",332.94,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter nisus",220.79,34,365,7396.3125,6534.9312512175,2620.8762784755,4.75,"Carnivore","Other",19,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter novaehollandiae",431.9545440674,49.5,NA,NA,NA,2620.8762784755,2.725,NA,"Other",6,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter ovampensis",195,34.5,NA,NA,NA,2620.8762784755,3,"Carnivore","Other",4,TRUE,0,1,1,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter poliocephalus",215,NA,NA,NA,NA,2620.8762784755,1,"Carnivore","Other",3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter poliogaster",1369.41,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter princeps",332.94,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",3,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter rhodogaster",180.605,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter rufitorques",209,36,NA,NA,NA,2620.8762784755,2.7,"Carnivore","Other",4,TRUE,1,1,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter rufiventris",196.5,32.5,NA,NA,NA,2620.8762784755,3,"Carnivore","Other",6,TRUE,1,0,1,1,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter soloensis",164.77,27.5,726.936,NA,NA,2620.8762784755,3.5,"Carnivore","Other",8,TRUE,1,0,1,0,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter striatus",138.4184036255,29,456.4375,7268.475,4596.0624987825,2620.8762784755,4.25,"Carnivore","Other",36,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter superciliosus",99.51,23,NA,NA,NA,2620.8762784755,1.85,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter tachiro",298.5,38.5,NA,NA,NA,2620.8762784755,2.45,"Carnivore","Other",18,TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter toussenelii",273.895,38.5,NA,NA,NA,NA,2.45,"Carnivore","Other",12,TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter trinotatus",146.125,NA,NA,NA,NA,2620.8762784755,NA,"Carnivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter trivirgatus",270.52,38,NA,NA,NA,2620.8762784755,2,"Carnivore","Other",4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter ventralis",185.75,29,456.4375,7268.475,4596.0624987825,NA,4.25,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Accipiter virgatus",116.99,30,NA,NA,NA,2620.8762784755,3.5,"Carnivore","Other",5,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"BUCEROTIFORMES","BUCEROTIDAE","Aceros","Aceros nipalensis",2399.375,NA,NA,NA,NA,6939.75,1.45,"Herbivore","Other",2,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","MACROSPHENIDAE","Achaetops","Achaetops pycnopygius",28.3,NA,NA,NA,NA,1309.1736229185,NA,"Carnivore","Other",3,FALSE,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres albocinctus",93.56,NA,NA,NA,NA,1439.51470603275,4,NA,"Other",3,TRUE,0,0,0,1,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres burmannicus",81.72,NA,NA,NA,NA,1622.62001927925,NA,"Omnivore","Other",8,TRUE,0,0,1,1,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres cinereus",89.28,NA,NA,NA,NA,1439.51470603275,4.2,"Carnivore","Other",2,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres cristatellus",116.31,NA,NA,4748.25,4748.25,1439.51470603275,4.25,"Carnivore","Other",5,TRUE,0,0,0,1,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres fuscus",85,NA,NA,NA,NA,1439.51470603275,4.2,NA,"Other",3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres ginginianus",71,NA,NA,NA,NA,1439.51470603275,4.9,NA,"Other",6,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres grandis",98.955,NA,NA,NA,NA,1439.51470603275,4.9,"Carnivore","Other",8,TRUE,0,0,0,1,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres javanicus",85,NA,NA,NA,NA,NA,4.2,NA,NA,4,TRUE,0,0,0,1,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres leucocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,0,0,1,1,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres melanopterus",81.72,NA,NA,NA,NA,1622.62001927925,3.5,NA,"Other",12,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres tertius",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres tricolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,1,1,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","STURNIDAE","Acridotheres","Acridotheres tristis",116.43,NA,363.468,2221.93749987825,1841.46875012175,1439.51470603275,4.5,NA,"Other",7,TRUE,1,0,0,1,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","PYCNONOTIDAE","Acritillas","Acritillas indica",30.6,NA,NA,NA,NA,1276.180668582,2.4,"Herbivore","Other",6,TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","FURNARIIDAE","Acrobatornis","Acrobatornis fonsecai",13.7,NA,NA,NA,NA,1374.22790046975,NA,"Carnivore","Other",2,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus aequinoctialis",25,NA,NA,NA,NA,1621.20810814875,NA,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus agricola",9.575,NA,NA,NA,NA,1621.20810814875,4.5,"Carnivore","Other",8,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus arundinaceus",30,NA,364.617,3682.9374987825,3652.5,1544.7740694555,4.2,"Carnivore","Other",28,TRUE,0,1,1,1,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus astrolabii",32.225,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,1,0,1,0,1,0,0,0,0,0,0,0,0,"Extinct/EW"
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus atyphus",31.21,NA,NA,NA,NA,1621.20810814875,NA,"Carnivore","Other",4,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus australis",18.375,NA,NA,3871.65,3138.045375,1621.20810814875,4.2,"Carnivore","Other",10,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus baeticatus",10.2,NA,NA,NA,NA,NA,2.55,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus bistrigiceps",8.67,NA,NA,NA,NA,1621.20810814875,4.9,"Carnivore","Other",6,TRUE,0,0,0,1,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus brevipennis",16,NA,NA,NA,NA,1621.20810814875,2.5,"Carnivore","Other",8,TRUE,1,0,1,0,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus caffer",31.21,NA,NA,NA,NA,1621.20810814875,NA,"Carnivore","Other",6,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus concinens",8.9875,NA,NA,NA,NA,1621.20810814875,3.5,"Carnivore","Other",5,FALSE,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus dumetorum",11.525,NA,NA,2848.95,2830.6875,1621.20810814875,4.2,"Carnivore","Other",10,TRUE,1,0,1,1,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus familiaris",18.275,NA,NA,1826.25,1534.05,1621.20810814875,NA,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus gracilirostris",14.775,NA,NA,NA,NA,1476.4280139,2.35,"Carnivore","Other",6,FALSE,0,0,1,1,1,0,0,0,0,1,0,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus griseldis",21.075,NA,364.617,3682.9374987825,3652.5,1621.20810814875,4.2,"Carnivore","Other",11,TRUE,0,1,1,0,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus hiwae",32.225,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,1,0,1,0,1,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus kerearako",22.5375,NA,NA,NA,NA,1621.20810814875,NA,"Carnivore","Other",4,TRUE,1,0,1,0,1,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus longirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus luscinius",32.225,NA,NA,NA,NA,2078.7652974915,NA,"Carnivore","Other",10,FALSE,1,0,1,0,1,0,0,0,0,0,0,0,0,"Extinct/EW"
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus melanopogon",10.95,NA,365,4109.0625,3579.45,1621.20810814875,4,"Carnivore","Other",4,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus mendanae",31.21,NA,NA,NA,NA,1621.20810814875,NA,"Carnivore","Other",6,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,NA
"PASSERIFORMES","ACROCEPHALIDAE","Acrocephalus","Acrocephalus musae",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,1,0,1,0,0,0,0,0,0,0,1,0,0,"Extinct/EW"
