"Order","Family","Genus","Best_guess_binomial","Adult_svl_cm","Body_mass_g","Maturity_d","Max_longevity_d","Longevity_d","Litter_clutch_size","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Note"
"SQUAMATA","DIPSADIDAE","Atractus","Atractus gaigeae",NA,9.3878100346294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus gigas",NA,273.513436315336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus guentheri",NA,26.0807677499945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus heliobelluomini",NA,1.58337553505407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus hoogmoedi",NA,4.90453938076302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus hostilitractus",NA,13.9157840147265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus imperfectus",NA,16.5098089911451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus indistinctus",NA,21.5139086736219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus insipidus",NA,4.2927426019872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus iridescens",NA,16.8133703053523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus lancinii",NA,26.2210927169222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus lasallei",NA,19.2876245659547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus latifrons",NA,52.5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus lehmanni",NA,7.98079675208659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus limitaneus",NA,1.40140685228098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus loveridgei",NA,29.6741569476217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus macondo",NA,14.795541940841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus maculatus",NA,18.106700463098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus major",NA,95.7597035647422,NA,NA,NA,9,NA,NA,8,TRUE,1,0,1,1,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus manizalesensis",NA,17.8118938372404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus mariselae",NA,16.5098089911451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus matthewi",NA,13.7202098750626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus medusa",NA,14.9984241775119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus melanogaster",NA,25.5135065133062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus melas",NA,4.07754267724192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus meridensis",NA,22.9043382638389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus micheleae",NA,11.3250540783616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus microrhynchus",NA,18.706821403658,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus mijaresi",NA,13.4793017702797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus modestus",NA,14.4938592677238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus multicinctus",NA,11.9199405223214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus multidentatus",NA,2.68342933226074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus nasutus",NA,2.80595041519947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus natans",NA,21.0188921988324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus nicefori",NA,18.703410701829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus nigricaudus",NA,13.2869722886487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus nigriventris",NA,13.095909614997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus obesus",NA,84.7113707070298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus obtusirostris",NA,18.9117180932249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus occidentalis",NA,9.00785568802979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus occipitoalbus",NA,6.58072633151453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus ochrosetrus",NA,9.51398082011826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus oculotemporalis",NA,12.1949479946243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus orcesi",NA,7.81714821383106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus paisa",NA,21.5139086736219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus pamplonensis",NA,20.3117850546811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus pantostictus",NA,41.8896782558959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus paraguayensis",NA,37.9157492486841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus paravertebralis",NA,27.6028892811017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus paucidens",NA,9.3878100346294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus pauciscutatus",NA,10.1195569286834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus peruvianus",NA,6.69171958784307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus poeppigi",NA,52.4807460249773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus potschi",NA,17.3890041437469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus punctiventris",NA,9.77494818858693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus resplendens",NA,30,NA,NA,NA,5.5,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus reticulatus",NA,20.6769007790526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus riveroi",NA,29.103585590333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus ronnie",NA,11.095874076312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus roulei",NA,16.5098089911451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus sanctaemartae",NA,70.7972892192069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus sanguineus",NA,19.1212796251054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus savagei",NA,17.7005447915871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus schach",NA,18.7965840840163,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus serranus",NA,116.740480853048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus snethlageae",NA,44.6487992179863,NA,NA,NA,6,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus spinalis",NA,8.50569019101188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus steyermarki",NA,18.703410701829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus surucucu",NA,18.4750770958974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus taeniatus",NA,22.2921757463515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus tamaensis",NA,8.29925383757211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus tamessari",NA,19.8076351290255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus taphorni",NA,31.8209876086306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus thalesdelemai",NA,18.5890222754585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus titanicus",NA,76.7180744680909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus touzeti",NA,264.925006930335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus trihedrurus",NA,207.445675872746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus trilineatus",NA,11.788029867604,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus trivittatus",NA,2.18885488617658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus turikensis",NA,20.8964806542702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus typhon",NA,13.7202098750626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus univittatus",NA,16.5098089911451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus variegatus",NA,11.3250540783616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus ventrimaculatus",NA,29.103585590333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus vertebralis",NA,24.8656655264779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus vertebrolineatus",NA,7.69565220143305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus vittatus",NA,46.165878728019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus wagleri",NA,35.4906694616788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus werneri",NA,14.4938592677238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus zebrinus",NA,56.3318827912977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","DIPSADIDAE","Atractus","Atractus zidoki",NA,7.98079675208659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","NATRICIDAE","Atretium","Atretium schistosum",NA,283.795951422078,NA,NA,NA,20,NA,NA,8,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
"SQUAMATA","NATRICIDAE","Atretium","Atretium yunnanensis",NA,109.673909807159,NA,NA,NA,20,NA,NA,4,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,NA
"SQUAMATA","VIPERIDAE","Atropoides","Atropoides indomitus",NA,103.069306022081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","VIPERIDAE","Atropoides","Atropoides mexicanus",NA,383.653622746139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","VIPERIDAE","Atropoides","Atropoides nummifer",NA,203.614029665,NA,6958.0125,6939.75,19.5,"Carnivore","Nocturnal",3,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","VIPERIDAE","Atropoides","Atropoides occiduus",NA,267.300320433166,NA,6939.75,6939.75,NA,NA,NA,3,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","VIPERIDAE","Atropoides","Atropoides olmec",NA,243.690540918438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","VIPERIDAE","Atropoides","Atropoides picadoi",NA,607.54740235,NA,4748.25,4748.25,28,"Carnivore","Nocturnal",4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","TEIIDAE","Aurivela","Aurivela longicauda",NA,9.79744992704349,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","TEIIDAE","Aurivela","Aurivela tergolaevigata",NA,5.47878930545635,NA,NA,NA,NA,NA,NA,2,FALSE,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","LACERTIDAE","Australolacerta","Australolacerta australis",NA,7.98997343633988,NA,NA,NA,2,NA,"Other",2,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,0,NA
"SQUAMATA","ELAPIDAE","Austrelaps","Austrelaps labialis",NA,180.400887042978,NA,NA,NA,8,NA,NA,8,FALSE,1,0,1,1,1,0,0,0,0,0,0,0,0,NA
"SQUAMATA","ELAPIDAE","Austrelaps","Austrelaps ramsayi",NA,232.44075895,222,4017.75,NA,15.175,"Carnivore","Other",4,TRUE,1,0,1,0,1,0,0,0,0,0,1,0,0,NA
"SQUAMATA","ELAPIDAE","Austrelaps","Austrelaps superbus",NA,905.1,730.56,4748.25,NA,15,"Carnivore","Other",4,FALSE,1,0,1,1,1,0,0,0,0,0,0,0,0,NA
"SQUAMATA","VIPERIDAE","Azemiops","Azemiops feae",NA,415.177021317181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","VIPERIDAE","Azemiops","Azemiops kharini",NA,491.153938076301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia barbouri",NA,1.00929569402706,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia bicolor",NA,2.97560461333319,NA,NA,NA,1.99993093481637,"Carnivore","Other",4,TRUE,1,1,0,0,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia blairi",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia bresslaui",NA,6.0197431468819,NA,NA,NA,2,"Carnivore","Other",2,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia cacerensis",NA,3.38643654329434,NA,NA,NA,2,"Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia didactyla",NA,4.02287945848721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia dorbignyi",NA,3.12025434693811,NA,NA,NA,1.99993093481637,"Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia flavescens",7.3,3.1,NA,NA,NA,1,"Carnivore","Other",4,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia geralista",NA,5.61818827912977,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia guianensis",NA,1.72090343669581,NA,NA,NA,NA,NA,NA,2,TRUE,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia heteropa",NA,1.8056700463098,NA,NA,NA,2,"Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia huallagana",NA,2.50305462651606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia intermedia",NA,6.00586868741639,NA,NA,NA,NA,NA,NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia micromela",NA,3.67797395806562,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia oxyrhina",NA,1.4895541940841,NA,NA,NA,NA,"Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia pallidiceps",NA,2.50305462651606,NA,NA,NA,1.99993093481637,"Carnivore",NA,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia panoplia",NA,3.67797395806562,NA,NA,NA,NA,"Carnivore","Other",1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SQUAMATA","GYMNOPHTHALMIDAE","Bachia","Bachia peruana",NA,6.47827114517328,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
